1:Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
465:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|571||||||||||||0||||||T||5222
466:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|572||||||||||||0||||||T||4186
467:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|573||||||||||||0||||||P||5508
468:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|574||||||||||||0||||||T||4928
469:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|576||||||||||||0||||||T||5650
470:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|577||||||||||||0||||||T||1616
471:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|578||||||||||||0||||||T||4030
472:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|579||||||||||||0||||||T||2530
473:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|580||||||||||||0||||||T||4410
474:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|581||||||||||||0||||||T||15610
475:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|583||||||||||||0||||||P||1988
476:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|584||||||||||||0||||||P||5323
477:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|588||||||||||||0||||||J||837
478:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|590||||||||||||0||||||T||14212
479:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|592||||||||||||0||||||T||10604
480:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|596||||||||||||0||||||BS||3880
481:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|597||||||||||||0||||||T||20568
482:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|685||||||||||||0||||||T||3481
483:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|686||||||||||||0||||||T||1480
484:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|765||||||||||||0||||||T||7391
485:|||||||000001|08/01/2024|Vente|874000,00|515||CHE|0205|DES VERNES|1310|CURTAFOND|01|140||D|767||||||||||||0|1|Maison||126|5|T||12334
486:|||||||000001|08/01/2024|Vente|874000,00|515||CHE|0205|DES VERNES|1310|CURTAFOND|01|140||D|767||||||||||||0|3|Dépendance||0|0|S||600
487:|||||||000001|08/01/2024|Vente|874000,00|515||CHE|0205|DES VERNES|1310|CURTAFOND|01|140||D|767||||||||||||0|3|Dépendance||0|0|S||600
488:|||||||000001|08/01/2024|Vente|874000,00|515||CHE|0205|DES VERNES|1310|CURTAFOND|01|140||D|767||||||||||||0|1|Maison||126|5|S||600
489:|||||||000001|08/01/2024|Vente|874000,00|515||CHE|0205|DES VERNES|1310|CURTAFOND|01|140||D|767||||||||||||0|3|Dépendance||0|0|T||12334
490:|||||||000001|08/01/2024|Vente|874000,00|515||CHE|0205|DES VERNES|1310|CURTAFOND|01|140||D|767||||||||||||0|3|Dépendance||0|0|T||12334
491:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|775||||||||||||0||||||S||1764
492:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|775||||||||||||0||||||T||1424
493:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|793||||||||||||0||||||S||7178
494:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|794||||||||||||0||||||P||14164
495:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|794||||||||||||0||||||S||1365
496:|||||||000001|08/01/2024|Vente|874000,00||||B026|LES PETITS BOIS|1310|CURTAFOND|01|140||D|808||||||||||||0||||||T||704
497:|||||||000001|08/01/2024|Vente|874000,00||||B009|CORMASSINE|1310|CURTAFOND|01|140||D|810||||||||||||0||||||T||143
498:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|811||||||||||||0||||||T||395
499:|||||||000001|08/01/2024|Vente|874000,00||||B011|CROIX QUENTIN|1310|CURTAFOND|01|140||D|844||||||||||||0||||||T||375
500:|||||||000001|08/01/2024|Vente|874000,00||||B021|LES GRANDS BOIS|1310|CURTAFOND|01|140||D|847||||||||||||0||||||T||167
501:|||||||000001|08/01/2024|Vente|874000,00||||B036|LES VERNES|1310|CURTAFOND|01|140||ZA|13||||||||||||0||||||T||4125
502:|||||||000001|08/01/2024|Vente|874000,00||||B036|LES VERNES|1310|CURTAFOND|01|140||ZA|14||||||||||||0||||||T||15888
503:|||||||000001|08/01/2024|Vente|874000,00||||B036|LES VERNES|1310|CURTAFOND|01|140||ZA|22||||||||||||0||||||P||24326
504:|||||||000001|08/01/2024|Vente|874000,00||||B036|LES VERNES|1310|CURTAFOND|01|140||ZA|160||||||||||||0||||||P||470
505:|||||||000001|08/01/2024|Vente|874000,00||||B027|PLANCHEMELLE|1310|CURTAFOND|01|140||ZB|11||||||||||||0||||||BS||1388
506:|||||||000001|08/01/2024|Vente|874000,00||||B027|PLANCHEMELLE|1310|CURTAFOND|01|140||ZB|12||||||||||||0||||||BS||617
507:|||||||000001|08/01/2024|Vente|874000,00||||B024|LAVAUX|1310|CURTAFOND|01|140||ZH|59||||||||||||0||||||T||3414
508:|||||||000001|08/01/2024|Vente|874000,00||||B024|LAVAUX|1310|CURTAFOND|01|140||ZH|59||||||||||||0||||||T||6827
509:|||||||000001|09/01/2024|Vente|8212,00||||B022|HAMEAU DE POINCET|1310|CURTAFOND|01|140||ZB|41||||||||||||0||||||P||22913
510:|||||||000001|09/01/2024|Vente|8212,00||||B022|HAMEAU DE POINCET|1310|CURTAFOND|01|140||ZB|44||||||||||||0||||||P||2459
511:|||||||000001|09/01/2024|Vente|8212,00||||B020|LA BRAIRE|1310|SAINT-MARTIN-LE-CHATEL|01|375||AK|112||||||||||||0||||||P||1843
512:|||||||000001|09/01/2024|Vente|8212,00||||B020|LA BRAIRE|1310|SAINT-MARTIN-LE-CHATEL|01|375||AK|113||||||||||||0||||||P||1903
513:|||||||000001|09/01/2024|Vente|8212,00||||B020|LA BRAIRE|1310|SAINT-MARTIN-LE-CHATEL|01|375||AK|116||||||||||||0||||||T||1820
514:|||||||000001|09/01/2024|Vente|8212,00||||B020|LA BRAIRE|1310|SAINT-MARTIN-LE-CHATEL|01|375||AK|117||||||||||||0||||||T||1910
515:|||||||000001|17/01/2024|Vente|222000,00|20||RUE|0214|DES COMBIERES|1800|MEXIMIEUX|01|244||C|1650||||||||||||0|1|Maison||82|4|S||270
516:|||||||000001|09/01/2024|Vente|85000,00|28|T|AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|133||106||119||122|56,39|||||3|2|Appartement||137|5|||
517:|||||||000001|09/01/2024|Vente|85000,00|28|T|AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|133||122|56,39|||||||||1|2|Appartement||50|2|||
518:|||||||000001|09/01/2024|Vente|85000,00|28|T|AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|133||122|56,39|||||||||1|3|Dépendance||0|0|||
519:|||||||000001|09/01/2024|Vente|85000,00|28|T|AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|133||106||119||122|56,39|||||3|3|Dépendance||0|0|||
520:|||||||000001|09/01/2024|Vente|85000,00|28|T|AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|133||106||119||122|56,39|||||3|3|Dépendance||0|0|||
521:|||||||000001|09/01/2024|Vente|85000,00|28|T|AV|0231|DES ANCIENS COMBATTANTS|1000|BOURG-EN-BRESSE|01|53||AE|133||106||119||122|56,39|||||3|3|Dépendance||0|0|||
522:|||||||000001|18/01/2024|Vente|195000,00|70||RUE|0780|VOLTAIRE|1220|DIVONNE-LES-BAINS|01|143||AN|60||2||33||||||||2|2|Appartement||49|2|||
523:|||||||000001|18/01/2024|Vente|195000,00|70||RUE|0780|VOLTAIRE|1220|DIVONNE-LES-BAINS|01|143||AN|60||2||33||||||||2|3|Dépendance||0|0|||
524:|||||||000001|10/01/2024|Vente|225000,00|10||RUE|0042|DES LILAS|1500|AMBRONAY|01|7||ZM|233||||||||||||0|1|Maison||112|6|S||1013
525:|||||||000001|11/01/2024|Vente|110000,00|2||PL|0370|DE LA MAIRIE ARBIGNIEU|1300|ARBOYS EN BUGEY|01|15||B|415||||||||||||0|1|Maison||105|6|S||70
526:|||||||000001|09/01/2024|Vente|209000,00|799||RTE|0130|DU TRONCHET|1560|VERNOUX|01|433||ZI|85||||||||||||0|3|Dépendance||0|0|S||568
527:|||||||000001|09/01/2024|Vente|209000,00|799||RTE|0130|DU TRONCHET|1560|VERNOUX|01|433||ZI|85||||||||||||0|3|Dépendance||0|0|S||568
528:|||||||000001|09/01/2024|Vente|209000,00|799||RTE|0130|DU TRONCHET|1560|VERNOUX|01|433||ZI|85||||||||||||0|1|Maison||128|4|S||568
529:|||||||000001|09/01/2024|Vente|209000,00||||B101|LE TRONCHET|1560|VERNOUX|01|433||ZI|90||||||||||||0||||||T||398
530:|||||||000001|09/01/2024|Vente|209000,00||||B101|LE TRONCHET|1560|VERNOUX|01|433||ZI|127||||||||||||0||||||AG||722
531:|||||||000001|09/01/2024|Vente|209000,00||||B101|LE TRONCHET|1560|VERNOUX|01|433||ZI|130||||||||||||0||||||AG||311
532:|||||||000001|09/01/2024|Vente|209000,00||||B101|LE TRONCHET|1560|VERNOUX|01|433||ZI|132||||||||||||0||||||AG||74
533:|||||||000001|09/01/2024|Vente|209000,00||||B101|LE TRONCHET|1560|VERNOUX|01|433||ZI|134||||||||||||0||||||AG||77
534:|||||||000001|09/01/2024|Vente|167000,00|5130|||B008|LES BROVIERES|1240|CERTINES|01|69||ZL|102||||||||||||0|1|Maison||74|2|S||1273
535:|||||||000001|11/01/2024|Vente|240000,00|40||RUE|0730|STE MARIE|1300|BELLEY|01|34||AK|112||||||||||||0|1|Maison||133|4|S||392
536:|||||||000001|15/01/2024|Vente|268200,00|9||RUE|0090|DU TRAM|1500|CHATEAU-GAILLARD|01|89||ZS|76||||||||||||0|1|Maison||98|4|S||903
537:|||||||000001|08/01/2024|Vente|29424,79||||B054|ETANG TENAY|1400|CHATILLON-SUR-CHALARONNE|01|93||A|783||||||||||||0||||||AB||382
538:|||||||000001|08/01/2024|Vente|29424,79||||B054|ETANG TENAY|1400|CHATILLON-SUR-CHALARONNE|01|93||A|786||||||||||||0||||||AB||112
539:|||||||000001|08/01/2024|Vente|29424,79||||B076|MAILLARD|1400|CHATILLON-SUR-CHALARONNE|01|93||A|979||||||||||||0||||||AB||768
540:|||||||000001|04/01/2024|Vente|290000,00|12||LOT|A250|LE PLEIN SUD|1400|NEUVILLE-LES-DAMES|01|272||C|1449||||||||||||0|3|Dépendance||0|0|S||878
541:|||||||000001|04/01/2024|Vente|290000,00|12||LOT|A250|LE PLEIN SUD|1400|NEUVILLE-LES-DAMES|01|272||C|1449||||||||||||0|1|Maison||119|6|S||878
542:|||||||000001|04/01/2024|Vente|198000,00|20||RUE|1520|VICTOR HUGO|1100|OYONNAX|01|283||AH|958||||||||||||0||||||S||13
543:|||||||000001|04/01/2024|Vente|198000,00|20||RUE|1520|VICTOR HUGO|1100|OYONNAX|01|283||AH|964||||||||||||0||||||S||15
544:|||||||000001|04/01/2024|Vente|198000,00|18||RUE|1520|VICTOR HUGO|1100|OYONNAX|01|283||AH|970||||||||||||0|1|Maison||81|4|AB||76
545:|||||||000001|04/01/2024|Vente|198000,00|||RUE|0050|ANATOLE FRANCE|1100|OYONNAX|01|283||AH|991||||||||||||0||||||S||39
546:|||||||000001|18/01/2024|Vente|110000,00|34||RUE|0360|DES LILAS|1200|VALSERHONE|01|33||AI|167||1|65,75|11||21||||||3|3|Dépendance||0|0|||
547:|||||||000001|18/01/2024|Vente|110000,00|34||RUE|0360|DES LILAS|1200|VALSERHONE|01|33||AI|167||1|65,75|11||21||||||3|2|Appartement||63|4|||
548:|||||||000001|18/01/2024|Vente|110000,00|34||RUE|0360|DES LILAS|1200|VALSERHONE|01|33||AI|167||1|65,75|11||21||||||3|3|Dépendance||0|0|||
549:|||||||000002|16/01/2024|Vente|420000,00|2||RUE|0080|DE L EGLISE|1630|ST-GENIS-POUILLY|01|354||AP|206||||||||||||0|2|Appartement||32|2|S||362
550:|||||||000002|16/01/2024|Vente|420000,00|2||RUE|0080|DE L EGLISE|1630|ST-GENIS-POUILLY|01|354||AP|206||||||||||||0|3|Dépendance||0|0|S||362
551:|||||||000002|16/01/2024|Vente|420000,00|2||RUE|0080|DE L EGLISE|1630|ST-GENIS-POUILLY|01|354||AP|206||||||||||||0|3|Dépendance||0|0|S||362
552:|||||||000002|16/01/2024|Vente|420000,00|2||RUE|0080|DE L EGLISE|1630|ST-GENIS-POUILLY|01|354||AP|206||||||||||||0|2|Appartement||104|4|S||362
553:|||||||000002|16/01/2024|Vente|420000,00|2||RUE|0080|DE L EGLISE|1630|ST-GENIS-POUILLY|01|354||AP|206||||||||||||0|3|Dépendance||0|0|S||362
554:|||||||000002|16/01/2024|Vente|420000,00|2||RUE|0080|DE L EGLISE|1630|ST-GENIS-POUILLY|01|354||AP|206||||||||||||0|3|Dépendance||0|0|S||362
555:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||6||||||||||1|3|Dépendance||0|0|||
556:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||1|32,24|||||||||1|3|Dépendance||0|0|||
557:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||2|25,89|||||||||1|2|Appartement||33|2|||
558:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||3|43,15|||||||||1|2|Appartement||57|3|||
559:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||4||||||||||1|3|Dépendance||0|0|||
560:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||5||||||||||1|3|Dépendance||0|0|||
561:|||||||000001|17/01/2024|Vente|233000,00|11||RUE|0460|PAUL PAINLEVE|1200|VALSERHONE|01|33||AL|365||7||||||||||1|3|Dépendance||0|0|||
562:|||||||000001|16/01/2024|Vente|206910,00|50||ALL|1850|DES MESANGES|1480|FRANS|01|166||AK|364||||||||||||0|1|Maison||88|4|S||183
563:|||||||000002|10/01/2024|Vente|8070,00||||B010|CHAMPS TRAVERSANTS|1170|CESSY|01|71||AO|93||||||||||||0||||||S||69
564:|||||||000002|10/01/2024|Vente|8070,00||||B010|CHAMPS TRAVERSANTS|1170|CESSY|01|71||AO|95||||||||||||0||||||S||67
565:|||||||000003|12/01/2024|Vente|315750,00|157||RUE|1172|SAINT PIERRE|1700|BEYNOST|01|43||AL|1028||||||||||||0|1|Maison||90|3|S||333
566:|||||||000001|17/01/2024|Vente en l'état futur d'achèvement|227400,00||||B020|LES CRETS|1000|BOURG-EN-BRESSE|01|53||BP|839||||||||||||0||||||AB||167
567:|||||||000001|11/01/2024|Vente|370000,00||||B085|LES POMMIERES|1700|BEYNOST|01|43||AB|181||||||||||||0||||||S||1166
568:|||||||000001|11/01/2024|Vente|370000,00|70||RUE|1513|VOIE ROMAINE|1700|BEYNOST|01|43||AB|203||||||||||||0|1|Maison||74|4|S||1210
569:|||||||000001|09/01/2024|Vente|240000,00|1065|C|GR|0190|GRANDE RUE|1570|FEILLENS|01|159||AC|341||||||||||||0|4|Local industriel. commercial ou assimilé||532|0|S||712
570:|||||||000001|09/01/2024|Vente|240000,00||||B181|LIMEROL SUD OUEST|1570|FEILLENS|01|159||AN|577||||||||||||0||||||S||384
571:|||||||000001|09/01/2024|Vente|240000,00||||B181|LIMEROL SUD OUEST|1570|FEILLENS|01|159||AN|578||||||||||||0||||||S||36
572:|||||||000001|09/01/2024|Vente|240000,00||||B181|LIMEROL SUD OUEST|1570|FEILLENS|01|159||AN|581||||||||||||0||||||S||154
573:|||||||000001|05/01/2024|Vente|71000,00|5208|||B013|LE BULOZ|1260|HAUT-VALROMEY|01|187||F|563||10||24||||||||2|3|Dépendance||0|0|||
574:|||||||000001|05/01/2024|Vente|71000,00|5208|||B013|LE BULOZ|1260|HAUT-VALROMEY|01|187||F|563||10||24||||||||2|2|Appartement||36|2|||
575:|||||||000001|09/01/2024|Vente en l'état futur d'achèvement|272000,00||||B017|LES CONTAMINES|1170|GEX|01|173||AK|211||67||||||||||1||||||||
576:|||||||000001|09/01/2024|Vente en l'état futur d'achèvement|272000,00||||B017|LES CONTAMINES|1170|GEX|01|173||AK|211||1||||||||||1||||||||
577:|||||||000001|18/01/2024|Vente|3000,00|71|T|AV|2420|MAGINOT|1000|BOURG-EN-BRESSE|01|53||AC|441||9||||||||||1|3|Dépendance||0|0|||
578:|||||||000001|16/01/2024|Vente|485,00||||B202|LE TERRAIN|1560|CURCIAT-DONGALON|01|139||A|731||||||||||||0||||||T||2425
579:|||||||000001|02/01/2024|Vente|3200,00||||B029|EN PREAU|1480|FRANS|01|166||ZC|76||||||||||||0||||||T||3030
580:|||||||000001|02/01/2024|Vente|3200,00||||B029|EN PREAU|1480|FRANS|01|166||ZC|169||||||||||||0||||||P||2274
581:|||||||000001|02/01/2024|Vente|3200,00||||B013|AUX CHANEES|1480|FRANS|01|166||ZC|310||||||||||||0||||||BT||203
582:|||||||000001|02/01/2024|Vente|3200,00||||B013|AUX CHANEES|1480|FRANS|01|166||ZC|312||||||||||||0||||||BT||407
583:|||||||000001|19/01/2024|Vente|17000,00|681||RTE|0127|DE SONVILLE|1560|SAINT-TRIVIER-DE-COURTES|01|388||A|636||||||||||||0|1|Maison||184|4|S||2524
584:|||||||000001|19/01/2024|Vente|56500,00||||B142|SONVILLE LE HAUT|1560|SAINT-TRIVIER-DE-COURTES|01|388||A|628||||||||||||0||||||P||2758
585:|||||||000001|19/01/2024|Vente|56500,00||||B096|MONTECHANT|1560|SAINT-TRIVIER-DE-COURTES|01|388||A|629||||||||||||0||||||P||88
586:|||||||000001|19/01/2024|Vente|56500,00||||B142|SONVILLE LE HAUT|1560|SAINT-TRIVIER-DE-COURTES|01|388||A|631||||||||||||0||||||S||1817
587:|||||||000001|19/01/2024|Vente|56500,00||||B142|SONVILLE LE HAUT|1560|SAINT-TRIVIER-DE-COURTES|01|388||A|633||||||||||||0||||||P||3590
588:|||||||000001|19/01/2024|Vente|56500,00||||B142|SONVILLE LE HAUT|1560|SAINT-TRIVIER-DE-COURTES|01|388||A|640||||||||||||0||||||P||1381
589:|||||||000001|15/01/2024|Vente|130000,00|12||RUE|1250|DOC ROUX|1000|BOURG-EN-BRESSE|01|53||AE|217||12||21|63,94|||||||2|2|Appartement||65|3|||
590:|||||||000001|15/01/2024|Vente|130000,00|12||RUE|1250|DOC ROUX|1000|BOURG-EN-BRESSE|01|53||AE|217||71||||||||||1|3|Dépendance||0|0|||
591:|||||||000001|15/01/2024|Vente|130000,00|12||RUE|1250|DOC ROUX|1000|BOURG-EN-BRESSE|01|53||AE|217||12||21|63,94|||||||2|3|Dépendance||0|0|||
592:|||||||000001|15/01/2024|Vente|130000,00|12||RUE|1250|DOC ROUX|1000|BOURG-EN-BRESSE|01|53||AE|217||12||21|63,94|||||||2|3|Dépendance||0|0|||
593:|||||||000001|16/01/2024|Vente|120000,00|25||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|399||15|56,50|||||||||1|2|Appartement||58|3|||
594:|||||||000001|16/01/2024|Vente|120000,00|25||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|399||15|56,50|||||||||1|3|Dépendance||0|0|||
595:|||||||000001|16/01/2024|Vente|120000,00|25||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|399||15|56,50|||||||||1|3|Dépendance||0|0|||
596:|||||||000001|16/01/2024|Vente|120000,00|25||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|399||15|56,50|22||3||||||3|2|Appartement||40|2|||
597:|||||||000001|16/01/2024|Vente|120000,00|25||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|399||15|56,50|22||3||||||3|3|Dépendance||0|0|||
598:|||||||000001|16/01/2024|Vente|120000,00|25||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|399||15|56,50|22||3||||||3|3|Dépendance||0|0|||
599:|||||||000001|16/01/2024|Vente|120000,00|||RUE|0270|JEAN JAURES|1200|VALSERHONE|01|33||AL|400||||||||||||0||||||S||28
600:|||||||000001|12/01/2024|Vente|235000,00||||B349|VOUVRAY|1200|VALSERHONE|01|33|458|AB|448||||||||||||0||||||AB||1004
601:|||||||000001|08/01/2024|Vente|178000,00|15||RUE|0093|DU 11 NOVEMBRE 1918|1450|PONCIN|01|303||AB|264||||||||||||0|4|Local industriel. commercial ou assimilé||85|0|S||118
602:|||||||000001|08/01/2024|Vente|178000,00|15||RUE|0093|DU 11 NOVEMBRE 1918|1450|PONCIN|01|303||AB|264||||||||||||0|1|Maison||74|3|S||118
603:|||||||000001|09/01/2024|Vente|421700,00|56||IMP|0030|DE LA BOTTE|1800|BOURG-SAINT-CHRISTOPHE|01|54||C|342||||||||||||0|3|Dépendance||0|0|S||715
604:|||||||000001|09/01/2024|Vente|421700,00|56||IMP|0030|DE LA BOTTE|1800|BOURG-SAINT-CHRISTOPHE|01|54||C|342||||||||||||0|3|Dépendance||0|0|S||715
605:|||||||000001|09/01/2024|Vente|421700,00|56||IMP|0030|DE LA BOTTE|1800|BOURG-SAINT-CHRISTOPHE|01|54||C|342||||||||||||0|1|Maison||130|4|S||715
606:|||||||000001|04/01/2024|Vente|560000,00|82||ALL|0084|DES ERABLES|1630|ST-GENIS-POUILLY|01|354||BD|305||8||||||||||1|3|Dépendance||0|0|||
607:|||||||000001|04/01/2024|Vente|560000,00|55||ALL|0084|DES ERABLES|1630|ST-GENIS-POUILLY|01|354||BD|306||14|134,25|||||||||1|2|Appartement||133|4|||
608:|||||||000001|10/01/2024|Vente|330000,00|290||RUE|0120|DU CANAL|1120|THIL|01|418||A|2129||||||||||||0|1|Maison||120|4|S||269
609:|||||||000001|12/01/2024|Vente|73000,00||||B002|AU BIEF|1290|CRUZILLES-LES-MEPILLAT|01|136||A|1213||||||||||||0||||||P||747
610:|||||||000001|10/01/2024|Vente|360000,00|287||RUE|0035|DE BOURBUEL|1120|NIEVROZ|01|276||B|2035||||||||||||0|1|Maison||95|3|S||343
611:|||||||000001|15/01/2024|Vente|344000,00|3||LOT|A003|LE CHAMBILLARD I|1320|SAINT-NIZIER-LE-DESERT|01|381||A|858||||||||||||0|1|Maison||118|5|S||1001
612:|||||||000001|15/01/2024|Vente|344000,00|3||LOT|A003|LE CHAMBILLARD I|1320|SAINT-NIZIER-LE-DESERT|01|381||A|858||||||||||||0|3|Dépendance||0|0|S||1001
613:|||||||000001|18/01/2024|Vente|390700,00|18|||B080|LES GRANDES RAYES|1120|PIZAY|01|297||A|1493||2|110,16|||||||||1|1|Maison||110|5|||
614:|||||||000001|18/01/2024|Vente|390700,00|18|||B080|LES GRANDES RAYES|1120|PIZAY|01|297||A|1493||2|110,16|||||||||1|3|Dépendance||0|0|||
615:|||||||000001|15/01/2024|Vente|528640,00|161||CHE|0053|DU MAIL|1280|PREVESSIN-MOENS|01|313||AP|141||6||||||||||1|3|Dépendance||0|0|||
616:|||||||000001|15/01/2024|Vente|528640,00|161||CHE|0053|DU MAIL|1280|PREVESSIN-MOENS|01|313||AP|141||129|87,92|||||||||1|2|Appartement||82|4|||
617:|||||||000001|15/01/2024|Vente|528640,00|161||CHE|0053|DU MAIL|1280|PREVESSIN-MOENS|01|313||AP|141||9||||||||||1|3|Dépendance||0|0|||
618:|||||||000001|11/01/2024|Vente|275873,00|80||RUE|0055|DU JOURNANS|1170|SEGNY|01|399||AB|105||2|79,50|||||||||1|1|Maison||90|4|||
619:|||||||000001|11/01/2024|Vente|275873,00|41||IMP|0052|DU JOURNANS|1170|SEGNY|01|399||AB|266||||||||||||0||||||S||20
620:|||||||000001|05/01/2024|Vente|2730,20||||B013|LES BRUYERES|1600|REYRIEUX|01|322||AB|559||||||||||||0||||||P||500
621:|||||||000001|05/01/2024|Vente|2730,20||||B013|LES BRUYERES|1600|REYRIEUX|01|322||AB|560||||||||||||0||||||T||2712
622:|||||||000001|15/01/2024|Vente|418100,00|2048||RUE|0200|DE MACON|1090|MONTMERLE-SUR-SAONE|01|263||AB|989||||||||||||0|1|Maison||146|5|S||500
623:|||||||000001|18/01/2024|Vente|289620,00|48|B|RUE|0120|DE GENEVE|1630|ST-GENIS-POUILLY|01|354||BB|57||1089||||||||||1|3|Dépendance||0|0|||
624:|||||||000001|18/01/2024|Vente|289620,00|48||RUE|0120|DE GENEVE|1630|ST-GENIS-POUILLY|01|354||BB|57||1001|71,42|1002||||||||2|2|Appartement||71|4|||
625:|||||||000001|18/01/2024|Vente|289620,00|48||RUE|0120|DE GENEVE|1630|ST-GENIS-POUILLY|01|354||BB|57||1001|71,42|1002||||||||2|3|Dépendance||0|0|||
626:|||||||000001|16/01/2024|Vente|144000,00|805||RTE|0335|DU PORT|1150|LAGNIEU|01|202||F|21||27|48,35|||||||||1|2|Appartement||48|2|||
627:|||||||000001|16/01/2024|Vente|144000,00|805||RTE|0335|DU PORT|1150|LAGNIEU|01|202||F|21||57||||||||||1|3|Dépendance||0|0|||
628:|||||||000001|10/01/2024|Vente|150000,00|6||RUE|3480|SAMARITAINE|1000|BOURG-EN-BRESSE|01|53||AD|223||||||||||||0|4|Local industriel. commercial ou assimilé||76|0|S||58
